0.33597,0.0789,0.01842,0.01889,0.06248,0.07499
0.3769,0.19174,0.02204,0.02185,0.07498,0.07498
0.4231,0.34212,0.02435,0.02392,0.06248,0.07498
0.47459,0.55503,0.02757,0.02729,0.07498,0.06248
0.53267,0.83047,0.03079,0.03065,0.08748,0.06248
0.59736,1.08099,0.03404,0.03399,0.07498,0.06249
0.66997,1.30657,0.03643,0.03818,0.07498,0.06251
0.75182,1.58224,0.04148,0.04410,0.07499,0.06248
0.8429,2.27038,0.04698,0.0495800000000001,0.07498,0.07499
0.94587,3.33353,0.05339,0.05413,0.08748,0.09998
